author,description,genre,rating,title,total_rating
J.R. Ward,"<span class=""Formatted""><b>The only purebred vampire left on the planet and the leader of the Black Dagger Brotherhood, Wrath has a score to settle with the slayers who killed his parents centuries ago.</b><br><br>But when his most trusted fighter is killed -- orphaning a half-breed daughter unaware of her heritage or her fate -- Wrath must put down his dagger and usher the beautiful female into another world.<br><br>Racked by a restlessness in her body that wasn’t there before, Beth Randall is helpless against the dangerously sexy man who comes to her at night with shadows in his eyes. His tales of the Brotherhood and blood frighten her. Yet his touch ignites a dawning new hunger one that threatens to consume them both…</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/vampires"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Vampires</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal-romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/urban-fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Urban Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/adult"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Adult</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.16</div>",Dark Lover,"<span data-testid=""ratingsCount"" aria-hidden=""true"">321,897<!-- --> <!-- -->ratings</span>"
Stephenie Meyer,"<span class=""Formatted""><b>""Don't be afraid,"" I murmured. ""We belong together.""<br>I was abruptly overwhelmed by the truth of my own words. <br>This moment was so perfect, so right, there was no way to doubt it.<br>His arms wrapped around me,<br>holding me against him....<br>It felt like every nerve ending in my body was a live wire.<br>""Forever,"" he agreed.</b><br><br>WHEN YOU LOVED THE ONE WHO WAS KILLING YOU, IT LEFT YOU NO OPTIONS. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?<br><br>TO BE IRREVOCABLY IN LOVE WITH A VAMPIRE is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, a tumultuous year of temptation, loss, and strife have led her to the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.<br><br>NOW THAT BELLA HAS MADE HER DECISION, a startling chain of unprecedented events is about to unfold with potentially devastating, and unfathomable, consequences. Just when the frayed strands of Bella's life - first discovered in <i>Twilight</i>, then scattered and torn in <i>New Moon</i> and <i>Eclipse</i> - seem ready to heal and knit together, could they be destroyed... forever?<br><br>THE ASTONISHING, BREATHLESSLY anticipated conclusion to the Twilight Saga, <i>Breaking Dawn</i> illuminates the secrets and mysteries of this spellbinding romantic epic that has entranced millions.</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/young-adult"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Young Adult</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/vampires"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Vampires</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal-romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal Romance</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">3.72</div>",Breaking Dawn,"<span data-testid=""ratingsCount"" aria-hidden=""true"">1,556,490<!-- --> <!-- -->ratings</span>"
Cassandra Clare,"<span class=""Formatted"">When fifteen-year-old Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder― much less a murder committed by three teenagers covered with strange tattoos and brandishing bizarre weapons. Then the body disappears into thin air. It's hard to call the police when the murderers are invisible to everyone else and when there is nothing―not even a smear of blood―to show that a boy has died. Or was he a boy?<br><br>This is Clary's first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons. It's also her first encounter with Jace, a Shadowhunter who looks a little like an angel and acts a lot like a jerk. Within twenty-four hours Clary is pulled into Jace's world with a vengeance when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in ordinary mundanes like Clary and her mother? And how did Clary suddenly get the Sight? The Shadowhunters would like to know...</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/young-adult"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Young Adult</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/urban-fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Urban Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/vampires"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Vampires</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.08</div>",City of Bones,"<span data-testid=""ratingsCount"" aria-hidden=""true"">1,870,684<!-- --> <!-- -->ratings</span>"
Christine Feehan,"<span class=""Formatted"">Embrace the seductive call of the latest novel in Christine Feehan’s #1 New York Times bestselling Carpathian series.<br> <br>Vasilisa Sidkorolyavolkva is a Lycan of royal blood. She knows what is expected of her, but all she wants is to be out from under her family’s watchful eyes. There is a fire inside her that is building. A restlessness coupled with a sense of growing dread. Every day she feels the weight of the legacy passed down through generations. The prophecy that says a man will come to claim her as his mate, and that she will guard his soul. She knows nothing about him except that he is hers. But nothing seems real until the night she meets him in the flesh....<br> <br>Afanasiv Belan is a Carpathian, an ancient one. In all the centuries of his existence, no one has ever affected him like Vasilisa. He can see into her mind and feel what is in her heart. They are so alike, warriors bound by honor and plagued by secrets. They both know they must reveal the darkest parts of their souls if they hope to survive and protect the ones they love.<br> <br>But if they claim each other as lifemates, it will change them down to the bone. They will become something more—something feared by both of their kinds....</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal-romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/vampires"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Vampires</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/shapeshifters"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Shapeshifters</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/demons"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Demons</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.50</div>",Dark Whisper,"<span data-testid=""ratingsCount"" aria-hidden=""true"">1,456<!-- --> <!-- -->ratings</span>"
Deeba Zargarpur,"<span class=""Formatted""><b>Taking inspiration from the author's own Afghan-Uzbek heritage, this contemporary YA debut is a breathtaking journey into the grief that lingers through generations of immigrant families, and what it means to confront the ghosts of your past.</b><br><br>Struggling to deal with the pain of her parents’ impending divorce, fifteen-year-old Sara is facing a world of unknowns and uncertainties. Unfortunately, the one person she could always lean on when things got hard, her beloved Bibi Jan, has become a mere echo of the grandmother she once was. And so Sara retreats into the family business, hoping a summer working on her mom’s latest home renovation project will provide a distraction from her fracturing world.<br><br>But the house holds more than plaster and stone. It holds secrets that have her clinging desperately to the memories of her old life. Secrets that only her Bibi Jan could have untangled. Secrets Sara is powerless to ignore as the dark truths of her family’s history rise in ghostly apparitions -- and with it, the realization that as much as she wants to hold onto her old life, nothing will ever be the same.<br><br>Told in lush, sweeping prose, this story of secrets, summer, and family sacrifice will chill you to the bone as the house that wraps Sara in warmth of her past becomes the one thing she cannot escape…</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/young-adult"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Young Adult</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/contemporary"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Contemporary</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/young-adult-contemporary"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Young Adult Contemporary</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/horror"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Horror</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.20</div>",House of Yesterday,"<span data-testid=""ratingsCount"" aria-hidden=""true"">84<!-- --> <!-- -->ratings</span>"
Cherie Priest,"<span class=""Formatted""><b>Inconsistent psychic Leda Foley and Seattle detective Grady Merritt return to solve the case of a missing couple in this sequel to the “delightful” (<i>The</i> <i>New York Times Book Review</i>) mystery <i>Grave Reservations</i>.</b><br><br>When psychic travel agent Leda Foley is approached by a man searching for his sister, she quickly agrees to help. The missing woman disappeared with a vintage orange car, a fat sack of her employer’s cash, and a grudge against her philandering husband—a man who never even reported her missing.<br> <br>Meanwhile, Seattle PD detective Grady Merritt has temporarily misplaced his dog. While he’s passing out bright pink “Lost” flyers at the Mount Rainier visitor’s center, the wayward pooch appears—with a human leg in his mouth.<br> <br>Thanks to DNA matching, Grady learns that the leg has something to do with Leda’s new client, and soon the two cases are tangled.<br> <br>Theories abound, but law enforcement is low on leads. Lucky for Grady, Leda has a few ideas that might just be crazy enough to work. They’ll need one yellow dog, a fair share of teamwork, and perhaps a bit of Klairvoyant Karaoke to piece the clues together in this “undeniable treat” (Gwenda Bond, <i>New York Times</i> bestselling author) of a mystery.</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/mystery"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Mystery</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/cozy-mystery"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Cozy Mystery</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/mystery-thriller"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Mystery Thriller</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/humor"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Humor</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/contemporary"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Contemporary</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">3.95</div>",Flight Risk,"<span data-testid=""ratingsCount"" aria-hidden=""true"">461<!-- --> <!-- -->ratings</span>"
Margie Fuston,"<span class=""Formatted""><b><i>Caraval</i> meets <i>Buffy the Vampire Slayer</i> in this deliciously dark young adult fantasy about a girl who makes a deal with a magical secret society to enter a potentially deadly competition for the chance to avenge her mother’s death.</b><br><br>Ever since a vampire murdered her mother, Ava has been determined to get revenge. This all-encompassing drive has given her the fuel she needed to survive foster home after foster home.<br> <br>But it’s been ten years since anyone’s seen a vampire, and Ava has lost hope that she’ll ever find one…until she stumbles across a hidden magic show where she witnesses impossible illusions. The magicians may not be the bloodsuckers she’s hunting, but Ava is convinced something supernatural is at play, so she sneaks backstage and catches them in acts they can’t explain.<br> <br>But they’ve been waiting for her.<br> <br>The magicians reveal they’re part of an ancient secret society with true magic, and Ava has the same power in her blood that they do. If she joins them, they promise to teach her the skills she needs to hunt vampires and avenge her mother. But there’s a catch: if she wants to keep the power they offer, she needs to prove she’s worthy of it. And to do so, she must put on the performance of her life in a sinister and dangerous competition where illusion and reality blur, and the stakes are deadly.</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/young-adult"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Young Adult</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/vampires"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Vampires</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/romance"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Romance</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/urban-fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Urban Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/magic"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Magic</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">3.79</div>",Cruel Illusions,"<span data-testid=""ratingsCount"" aria-hidden=""true"">150<!-- --> <!-- -->ratings</span>"
Lauren  Elliott,"<span class=""Formatted"">Flat broke and divorced, intuitive gemologist Shay Myers has changed since leaving her artsy hometown of coastal Bray Harbor sixteen years ago. But when she moves back under strange circumstances, old instincts may be the only key to spilling the tea on a deadly mystery.<br><br>Even with her life in ruins in New Mexico, Shay feels uneasy about settling into the small seaside town where she grew up on California’s Monterey Peninsula and taking over an estate bequeathed to her by Bridget Early, a woman she had barely known. Her heightened senses—an empathic gift she’s had since childhood—go into overdrive upon touring Crystals &amp; CuriosiTEAS, Bridget’s eclectic tea and psychic shop brimming with Irish lore and Celtic symbols. They reach a boiling point when Shay looks up to discover a stranger’s body sprawled across the shop’s greenhouse roof . . .<br><br>With her new business a crime scene and questions brewing over Bridget’s so-called accidental death, Shay fears she’s also inherited the attention of a killer. The terrifying realization sets her on an impractical investigation for answers aided by her sister, an elusive pure-white German Shepherd, a strikingly handsome pub owner who speaks in a gentle brogue, and a misunderstood young woman with perceptive talents of her own. As Shay struggles to figure out her true purpose in Bray Harbor and the powerful connection she has with the tea shop, she must trust her judgment above all else to identify a ruthless murderer and save herself from becoming victim number three.</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/cozy-mystery"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Cozy Mystery</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/mystery"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Mystery</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/paranormal"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Paranormal</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/contemporary"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Contemporary</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/family"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Family</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/audiobook"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Audiobook</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.37</div>",Steeped in Secrets,"<span data-testid=""ratingsCount"" aria-hidden=""true"">179<!-- --> <!-- -->ratings</span>"
C.L. Polk,"<span class=""Formatted"">A magical detective dives into the affairs of Chicago's divine monsters to secure a future with the love of her life. This sapphic period piece will dazzle anyone looking for mystery, intrigue, romance, magic, or all of the above.<br><br>An exiled augur who sold her soul to save her brother's life is offered one last job before serving an eternity in hell. When she turns it down, her client sweetens the pot by offering up the one payment she can't resist―the chance to have a future where she grows old with the woman she loves.<br><br>To succeed, she is given three days to track down the White City Vampire, Chicago's most notorious serial killer. If she fails, only hell and heartbreak await.</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/fantasy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Fantasy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/lgbt"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">LGBT</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/historical-fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Historical Fiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/lesbian"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Lesbian</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/queer"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Queer</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/adult"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Adult</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/mystery"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Mystery</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.13</div>",Even Though I Knew the End,"<span data-testid=""ratingsCount"" aria-hidden=""true"">941<!-- --> <!-- -->ratings</span>"
,,,,,
Bertrand Russell,"<span class=""Formatted"">Since its first publication in 1945 Lord Russell's <i>A History of Western Philosophy</i> has been universally acclaimed as the outstanding one-volume work on the subject—unparalleled in its comprehensiveness, its clarity, its erudition, its grace and wit. In seventy-six chapters he traces philosophy from the rise of Greek civilization to the emergence of logical analysis in the twentieth century. Among the philosophers considered are: Pythagoras, Heraclitus, Parmenides, Empedocles, Anaxagoras, the Atomists, Protagoras, Socrates, Plato, Aristotle, the Cynics, the Sceptics, the Epicureans, the Stoics, Plotinus, Ambrose, Jerome, Augustine, Benedict, Gregory the Great, John the Scot, Aquinas, Duns Scotus, William of Occam, Machiavelli, Erasmus, More, Bacon, Hobbes, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, Rousseau, Kant, Hegel, Schopenhauer, Nietzsche, the Utilitarians, Marx, Bergson, James, Dewey, and lastly the philosophers with whom Lord Russell himself is most closely associated -- Cantor, Frege, and Whitehead, co-author with Russell of the monumental <i>Principia Mathematica</i>.</span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/philosophy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Philosophy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/history"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">History</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/non-fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Nonfiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/classics"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Classics</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/reference"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Reference</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/religion"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Religion</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/politics"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Politics</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">4.12</div>",A History of Western Philosophy,"<span data-testid=""ratingsCount"" aria-hidden=""true"">36,986<!-- --> <!-- -->ratings</span>"
Aristotle,"<span class=""Formatted""><i>‘One swallow does not make a summer; neither does one day. Similarly neither can one day, or a brief space of time, make a man blessed and happy’</i><br><br>In the <i>Nicomachean Ethics</i>, Aristotle sets out to examine the nature of happiness. He argues that happiness consists in ‘activity of the soul in accordance with virtue’, for example with moral virtues, such as courage, generosity and justice, and intellectual virtues, such as knowledge, wisdom and insight. <i>The Ethics</i> also discusses the nature of practical reasoning, the value and the objects of pleasure, the different forms of friendship, and the relationship between individual virtue, society and the State. Aristotle’s work has had a profound and lasting influence on all subsequent Western thought about ethical matters.<br><br>J. A. K. Thomson’s translation has been revised by Hugh Tredennick, and is accompanied by a new introduction by Jonathan Barnes. This edition also includes an updated list for further reading and a new chronology of Aristotle’s life and works.<br><br>Previously published as <i>Ethics</i></span>","<span tabindex=""-1""><span class=""BookPageMetadataSection__genrePlainText""><span class=""Text Text__body3 Text__subdued"">Genres</span></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/philosophy"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Philosophy</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/classics"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Classics</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/non-fiction"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Nonfiction</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/politics"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Politics</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/school"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">School</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/ancient"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">Ancient</span></a></span><span class=""BookPageMetadataSection__genreButton""><a href=""https://www.goodreads.com/genres/history"" class=""Button Button--tag-inline Button--small""><span class=""Button__labelItem"">History</span></a></span></span>","<div class=""RatingStatistics__rating"" aria-hidden=""true"">3.98</div>",The Nicomachean Ethics,"<span data-testid=""ratingsCount"" aria-hidden=""true"">42,965<!-- --> <!-- -->ratings</span>"
